Id_Seq	Index
P15922_1	1
EPRMb03294	2
EPOs008144	3
EPZm019979	4
EPZm053379	5
EPOs012818	6
EPZm010452	7
EPSl017500	8
EPSl009763	9
EPMt024381	10
EPMt039008	11
EPAt002379	12
EPPpe23855	13
EPPt017956	14
EPPt026550	15
EPCs013018	16
EPCs029990	17
EPAt022357	18
EPSl001832	19
EPPp011349	20
EPSm001243	21
EPSm021425	22
EPSm027460	23
EPSm034548	24
EPSm005436	25
EPSm032018	26
EPSm027813	27
EPSm033900	28
EPSm006091	29
EPSm008581	30
EPPp003875	31
EPPp028604	32
EPPp004307	33
EPPp026742	34
EPPp023271	35
EPOs021095	36
EPZm036952	37
EPZm045193	38
EPOs015753	39
EPZm040496	40
EPZm035264	41
EPAt018568	42
EPMt008296	43
EPMt043046	44
EPPpe06250	45
EPPt009567	46
EPPt034307	47
EPPt034308	48
EPOs009531	49
EPZm002392	50
EPZm043959	51
EPOs010348	52
EPZm056753	53
EPZm023829	54
EPZm023830	55
EPPpe26703	56
EPSl006093	57
EPSl012847	58
EPPt016229	59
EPPt022600	60
EPPpe04369	61
EPMt024655	62
EPCs001674	63
EPCs039725	64
EPAt015197	65
EPAt013441	66
EPAt013518	67
EPOs014649	68
EPZm053722	69
EPSl011407	70
EPAt011526	71
EPPpe15703	72
EPMt031735	73
EPCs000865	74
EPCs026701	75
EPPt025166	76
EPPt029395	77
EPOs008866	78
EPZm008849	79
EPZm044338	80
EPOs017728	81
EPZm049971	82
EPOs025180	83
EPZm042049	84
EPAt017523	85
EPAt025447	86
EPPpe18586	87
EPMt017057	88
EPCs012682	89
EPCs030163	90
EPSl007953	91
EPPt032695	92
EPZm050516	93
EPOs023370	94
EPZm050178	95
EPZm006156	96
EPSl007906	97
EPAt006692	98
EPPpe17759	99
EPPt032741	100
EPPt045071	101
EPSl013325	102
EPSl023405	103
EPAt022627	104
EPPpe08463	105
EPPt034489	106
EPPt044347	107
EPMt010320	108
EPMt011903	109
A7PZL3_1	110
EPCs002052	111
EPCs040096	112
EPSl019140	113
EPSl019141	114
EPAt008868	115
EPAt024717	116
EPCs013736	117
EPCs028066	118
EPPt006511	119
EPPpe08352	120
EPPpe12404	121
EPPpe10138	122
EPPt042883	123
EPMt009494	124
EPMt042155	125
EPMt042152	126
EPMt042150	127
EPMt042151	128
EPRMb03991	129
BSb0000805	130
BSu0003738	131
BPm0002723	132
BPm0001788	133
BSu0002817	134
P27644_1	135
BSu0002732	136
BCp0006207	137
BSl0001621	138
BPm0004121	139
BSl0003638	140
BSl0003924	141
BBd0003517	142
P18192_1	143
P26509_1	144
BSu0002893	145
P58598_1	146
P20041_1	147
EFTm000268	148
EFMg099866	149
EFMg064203	150
EFMg039078	151
EFMg013400	152
EFMg039079	153
EFMg099503	154
EFMg059612	155
EFMg063758	156
EFMg009411	157
EFMg053488	158
EFFo003937	159
EFFv007515	160
EFAo003159	161
EFNf000649	162
EFAn030878	163
EFAn030877	164
EFAn074642	165
EFPc002315	166
EFPpl01559	167
EFPpl15036	168
EFAb001087	169
EFPtr10895	170
EFBc004657	171
EFSs007002	172
EFBc005840	173
EFBc002732	174
EFSs008181	175
EFFg004398	176
EFFv004553	177
EFFo006774	178
EFFo006775	179
EFAo011607	180
Q2TWN8_1	181
Q4WV23_1	182
B0Y0Q3_1	183
EFNfi06838	184
A1DED1_1	185
Q0CFC7_1	186
EFAn149757	187
EFAn117668	188
EFAn101156	189
EFAn012147	190
EFAn000877	191
EFAn012148	192
EFAn012149	193
EFAn027357	194
EFAn038442	195
EFAn047769	196
EFAn047770	197
EFAn047771	198
EFAn062756	199
EFAn071229	200
EFAn082507	201
EFAn082851	202
EFAn083103	203
EFAn101155	204
EFAn144225	205
EFAn149756	206
A2R3G4_1	207
EFAni02694	208
Q5ARE6_2	209
EFAf008518	210
EFAo009372	211
Q00001_1	212
EFAn101932	213
EFAn142224	214
EFAn139257	215
EFAn136889	216
EFAn118986	217
EFAn108631	218
EFAn086501	219
EFAn086430	220
EFAn086140	221
EFAn073256	222
EFAn064220	223
EFAn050559	224
EFAn050558	225
EFAn050557	226
EFAn039997	227
EFAn029459	228
EFAn014926	229
EFAn014925	230
EFAn002910	231
EFAn014924	232
EFAn145204	233
A2QYE5_1	234
P87160_1	235
EFAn097167	236
EFAn130206	237
EFAn098216	238
EFAn079339	239
EFAn035719	240
EFAn133078	241
EFAn008901	242
EFAn097317	243
EFAn130406	244
EFAn122990	245
EFAo008074	246
Q2U7A4_1	247
EFAf008679	248
B8NKB9_2	249
A2QXE8_2	250
EFAn068966	251
EFAn140588	252
EFAn115298	253
EFAn098242	254
EFAn044982	255
EFAn035883	256
EFAn135620	257
EFAn097518	258
EFAn134992	259
EFAn097076	260
EFAn148368	261
EFAn123136	262
EFAn009059	263
EFAn115299	264
EFAn059881	265
EFAn059880	266
EFAn059879	267
EFAn024216	268
EFAn024214	269
EFAn024215	270
EFAn079505	271
EFAo001964	272
EFAf000092	273
EFAn100443	274
EFAn135535	275
EFAn062066	276
EFAn026398	277
EFAn117002	278
EFAn026400	279
EFAn026399	280
EFAn037666	281
EFAn010774	282
EFAn046436	283
EFAn062067	284
EFAn062068	285
EFAn070338	286
EFAn081224	287
EFAn100354	288
EFAn100554	289
EFAn117003	290
EFAn124105	291
EFAn149153	292
EFAn138487	293
EFAn141343	294
EFAf007553	295
EFAo005470	296
Q9LW07_1	297
EPPpe14765	298
EPCs017245	299
EPCs021755	300
EPSm024459	301
EPSm026689	302
EPSm010350	303
EPSm021817	304
EPSm009389	305
EPSm015037	306
EPMt035121	307
EPMt038605	308
EPPt017006	309
Q9SFB7_2	310
EPCs009999	311
EPCs024353	312
EPCs002124	313
EPCs038029	314
EPPpe07901	315
EPSl022218	316
EPPt007286	317
EPPt027356	318
O23147_1	319
Q8RY29_2	320
P48978_1	321
P35336_1	322
EPPpe24242	323
P05117_1	324
EPSl016762	325
Q02096_1	326
EPOs022927	327
EPZm044789	328
EPSm020733	329
EPSm026015	330
EPZm033764	331
EPZm033765	332
EPZm033762	333
EPZm033763	334
EPOs021227	335
EPZm051157	336
EPZm033761	337
EPZm059258	338
EPOs017930	339
EPZm050650	340
EPSl011740	341
EPSl024983	342
Q94AJ5_1	343
EPPt038277	344
EPPpe11697	345
EPMt036491	346
EPCs015355	347
EPCs038120	348
EPOs025669	349
EPZm017293	350
EPCs018757	351
EPCs038703	352
EPPt020820	353
EPPt045281	354
EPPt022604	355
EPSl016144	356
EPSl005457	357
EPAt016533	358
EPAt002058	359
EPSm012513	360
EPSm028353	361
EPPp016385	362
EPOs027768	363
EPZm007824	364
EPZm046073	365
EPSl022988	366
EPAt018837	367
EPPt011834	368
EPPt029996	369
EPPpe21531	370
EPPpe06159	371
EPMt008350	372
EPPt009545	373
EPPt043789	374
EPCs015962	375
EPCs037989	376
EPSl023770	377
EPCs010177	378
EPCs025493	379
EPMt043008	380
EPAt003536	381
EPAt018762	382
EPZm042796	383
EPOs018749	384
Q949Z1_1	385
EPSl016472	386
EPCs035467	387
EPPpe04623	388
EPPt015131	389
EPPt039925	390
EPMt039717	391
EPSl014766	392
EPAt021741	393
EPSm014687	394
EPSm031712	395
EPPt015923	396
EPAt009291	397
EPPpe03153	398
EPZm051720	399
EPOs027208	400
EPZm051410	401
EPZm051632	402
EPPt036877	403
EPMt016174	404
EPPpe10441	405
EPPt006207	406
EPSl008642	407
EPSl001374	408
EPSl001546	409
EPPpe24404	410
EPAt024671	411
EPMt038788	412
EPAt025904	413
