# hmmsearch :: search profile(s) against a sequence database
# HMMER 3.1b2 (February 2015); http://hmmer.org/
# Copyright (C) 2015 Howard Hughes Medical Institute.
# Freely distributed under the GNU General Public License (GPLv3).
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query HMM file:                  /home/arjen/16/PLC/TargetE/Application/Hmmr-Build/hmm_Group_12.txt
# target sequence database:        /home/arjen/16/PLC/TargetE/ApSeqFile
# show alignments in output:       no
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       Mafft_Group_12  [M=1099]
Scores for complete sequences (score includes all domains):
   --- full sequence ---   --- best 1 domain ---    -#dom-
    E-value  score  bias    E-value  score  bias    exp  N  Sequence    Description
    ------- ------ -----    ------- ------ -----   ---- --  --------    -----------
          0 2311.3  59.8          0 2311.1  59.8    1.0  1  PLC1_CANAX   
          0 2309.5  59.6          0 2309.3  59.6    1.0  1  0000000937   
          0 1332.0  33.8          0 1243.1  23.9    3.9  2  0000000934   
          0 1332.0  33.8          0 1243.1  23.9    3.9  2  PLC1_YEAST   
     3e-189  627.3   1.1   4.6e-189  626.8   1.1    1.1  1  0000000935   
   1.6e-174  578.6   0.0    9.2e-89  294.6   0.0    3.3  3  0000000921   
   2.6e-166  551.4   0.0    1.6e-85  283.9   0.0    2.3  2  0000000922   
   2.6e-163  541.5   0.0   7.7e-161  533.3   0.0    3.3  1  0000000919   
   2.9e-163  541.3   0.1   1.4e-160  532.4   0.0    2.9  2  0000000915   
   4.8e-163  540.6   0.0   2.5e-160  531.6   0.0    3.6  1  0000000920   
   2.4e-160  531.7   0.0   7.5e-141  467.1   0.0    4.0  3  0000000924   
   3.7e-156  517.8   0.0    7.3e-78  258.5   0.0    2.4  2  0000000916   
   2.5e-154  511.7   2.0    4.5e-77  255.9   1.9    2.2  2  0000000917   
   3.6e-154  511.2   0.7   3.6e-154  511.2   0.7    2.1  1  0000000936   
   3.6e-154  511.2   0.7   3.6e-154  511.2   0.7    2.1  1  PLC1_SCHPO   
   5.8e-141  467.5   0.0    7.9e-77  255.1   0.0    2.6  2  0000000923   
   1.1e-138  459.9   0.0    1.3e-69  231.2   0.0    2.1  2  0000000918   
   1.1e-128  426.9   0.0    1.7e-75  250.7   0.0    2.9  2  0000000927   
   6.3e-127  421.0   1.0    3.9e-74  246.2   1.3    4.9  4  0000000925   
