# hmmsearch :: search profile(s) against a sequence database
# HMMER 3.1b2 (February 2015); http://hmmer.org/
# Copyright (C) 2015 Howard Hughes Medical Institute.
# Freely distributed under the GNU General Public License (GPLv3).
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query HMM file:                  /home/arjen/16/PLC/TargetE/Application/Hmmr-Build/hmm_Group_7.txt
# target sequence database:        /home/arjen/16/PLC/TargetE/ApSeqFile
# show alignments in output:       no
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       Mafft_Group_7  [M=1162]
Scores for complete sequences (score includes all domains):
   --- full sequence ---   --- best 1 domain ---    -#dom-
    E-value  score  bias    E-value  score  bias    exp  N  Sequence    Description
    ------- ------ -----    ------- ------ -----   ---- --  --------    -----------
          0 2010.4  56.3          0 2010.2  56.3    1.0  1  0000001041   
          0 1945.2  85.2          0 1944.9  85.2    1.0  1  0000001042   
          0 1945.2  85.2          0 1944.9  85.2    1.0  1  0000001042   
          0 1902.9 151.4          0 1902.7 151.4    1.0  1  0000001043   
          0 1866.5 199.0          0 1529.7 134.9    2.0  2  0000001045   
          0 1446.7 114.2          0 1446.5 114.2    1.0  1  0000001044   
   3.7e-283  938.6  33.1    1.2e-97  324.3   2.0    4.6  4  0000000878   
   3.7e-283  938.6  33.1    1.2e-97  324.3   2.0    4.6  4  PLC_DICDI    
   6.8e-276  914.6  32.7    1.8e-97  323.7   1.8    4.4  4  0000000879   
   2.2e-256  849.9  22.9    8.7e-97  321.4   0.2    4.4  4  0000000880   
   2.2e-256  849.9  22.9    8.7e-97  321.4   0.2    4.4  4  0000000880   
   7.4e-245  811.8  69.2    1.2e-84  281.2  12.1    5.0  5  0000000945   
   7.4e-245  811.8  69.2    1.2e-84  281.2  12.1    5.0  5  0000000945   
   2.4e-159  528.6   0.0   5.4e-110  365.1   0.0    3.6  3  0000000893   
   8.2e-159  526.8  16.0    9.8e-72  238.4   0.0    4.0  4  0000000887   
   5.1e-148  491.1   6.9    9.6e-73  241.8   0.3    4.0  4  0000000291   
   3.6e-147  488.2  27.3    3.1e-76  253.3   0.4    4.0  4  0000000177   
   4.4e-146  484.7  14.8    8.9e-76  251.8   0.6    4.0  4  0000000182   
   1.2e-145  483.2   4.0      2e-71  237.4   0.1    4.0  4  0000000278   
   3.2e-145  481.8   8.5    1.9e-77  257.3   0.2    4.0  4  0000000176   
   6.2e-145  480.8  86.4     5e-108  358.6  46.7    4.0  3  0000000944   
   6.3e-144  477.5   0.0    6.2e-67  222.5   0.0    4.0  4  0000000282   
   6.5e-144  477.5   6.8    3.6e-71  236.5   0.1    4.0  4  0000000273   
   1.2e-143  476.6   0.1    1.2e-69  231.6   0.0    4.0  4  0000000277   
   8.9e-143  473.7  26.6      4e-77  256.3   0.3    4.0  4  0000000172   
   1.6e-142  472.9   7.2    8.2e-71  235.4   0.0    4.0  4  0000000279   
   2.7e-142  472.1  25.7    2.4e-76  253.7   0.3    4.0  4  0000000178   
   3.7e-142  471.7   0.6    2.1e-70  234.0   0.0    4.0  4  0000000249   
   6.6e-142  470.8  25.1    4.2e-73  242.9   0.4    4.0  4  0000000190   
   6.7e-142  470.8  27.0    1.6e-75  250.9   0.3    4.0  4  0000000170   
   6.9e-142  470.8   4.4    6.4e-68  225.8   0.1    4.0  4  0000000262   
   7.6e-142  470.6  27.5    1.3e-75  251.2   0.3    4.0  4  0000000169   
   9.6e-142  470.3  25.2    4.4e-73  242.9   0.5    4.0  4  0000000189   
   1.2e-141  469.9   0.2    7.2e-70  232.2   0.0    4.0  4  PLCD4_PONAB  
   1.6e-141  469.6  10.1    1.1e-70  234.9   0.0    4.0  4  0000000281   
   1.8e-141  469.4   0.2    7.2e-70  232.2   0.0    4.0  4  0000000248   
     4e-141  468.2  28.3    2.9e-73  243.5   0.6    4.0  4  0000000188   
   6.1e-141  467.6  26.2    5.2e-76  252.6   0.5    4.0  4  0000000171   
     7e-141  467.4   7.9    5.9e-76  252.4   0.6    4.0  4  0000000181   
   1.2e-140  466.7   6.5      6e-70  232.5   0.0    4.0  4  0000000272   
     2e-140  465.9   0.4    2.1e-70  234.0   0.0    4.0  4  0000000244   
     2e-140  465.9   0.4    2.1e-70  234.0   0.0    4.0  4  PLCD4_HUMAN  
   3.7e-140  465.0   0.0      5e-73  242.7   0.0    4.0  4  0000000252   
   6.2e-140  464.3   0.2    2.1e-70  234.0   0.0    4.0  4  0000000246   
   7.7e-140  464.0   9.0    2.8e-68  227.0   0.0    4.0  4  0000000263   
   1.2e-139  463.4   8.3    2.4e-71  237.1   0.0    4.0  4  0000000274   
   1.2e-139  463.4  11.4    3.2e-70  233.4   0.1    4.0  4  0000000285   
   2.1e-139  462.5   0.6    1.9e-70  234.2   0.0    4.0  4  0000000247   
   3.2e-139  461.9  14.3    3.5e-74  246.5   0.0    4.0  4  0000000168   
