# hmmsearch :: search profile(s) against a sequence database
# HMMER 3.1b2 (February 2015); http://hmmer.org/
# Copyright (C) 2015 Howard Hughes Medical Institute.
# Freely distributed under the GNU General Public License (GPLv3).
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query HMM file:                  /home/arjen/16/PLC/ScrutAtTrain/Application/Hmmr-Build/hmm_Group_2.txt
# target sequence database:        /home/arjen/16/PLC/ScrutAtTrain/ApSeqFile
# show alignments in output:       no
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       Mafft_Group_2  [M=748]
Scores for complete sequences (score includes all domains):
   --- full sequence ---   --- best 1 domain ---    -#dom-
    E-value  score  bias    E-value  score  bias    exp  N  Sequence    Description
    ------- ------ -----    ------- ------ -----   ---- --  --------    -----------
          0 1274.0   1.8          0 1273.8   1.8    1.0  1  0000000267   
          0 1273.7   1.3          0 1273.4   1.3    1.0  1  0000000266   
          0 1272.9   1.8          0 1272.6   1.8    1.0  1  0000000268   
          0 1268.4   2.7          0 1268.1   2.7    1.0  1  0000000273   
          0 1267.9   6.6          0 1267.6   6.6    1.0  1  0000000184   
          0 1267.5   0.4          0 1267.3   0.4    1.0  1  0000000263   
          0 1267.1   0.0          0 1266.9   0.0    1.0  1  0000000144   
          0 1267.1   0.0          0 1266.9   0.0    1.0  1  PLCD1_BOVIN  
          0 1266.1   0.2          0 1265.8   0.2    1.0  1  0000000270   
          0 1265.1   6.3          0 1264.8   6.3    1.0  1  0000000183   
          0 1264.0   0.0          0 1263.8   0.0    1.0  1  0000000158   
          0 1263.2   0.2          0 1263.0   0.2    1.0  1  0000000269   
          0 1262.1   6.6          0 1261.9   6.6    1.0  1  0000000185   
          0 1261.9   0.0          0 1261.7   0.0    1.0  1  0000000162   
          0 1261.9   3.2          0 1261.6   3.2    1.0  1  PLCD4_XENLA  
          0 1261.8   0.0          0 1261.6   0.0    1.0  1  0000000145   
          0 1261.7   0.0          0 1261.5   0.0    1.0  1  0000000157   
          0 1261.5   0.0          0 1261.3   0.0    1.0  1  0000000159   
          0 1261.3   0.0          0 1261.0   0.0    1.0  1  0000000163   
          0 1261.2   0.0          0 1261.0   0.0    1.0  1  0000000160   
          0 1260.8   1.6          0 1260.6   1.6    1.0  1  0000000265   
          0 1259.7   0.0          0 1259.4   0.0    1.0  1  0000000152   
          0 1257.8   4.8          0 1257.5   4.8    1.0  1  0000000275   
          0 1256.8   0.0          0 1256.6   0.0    1.0  1  0000000151   
          0 1256.6   0.0          0 1256.3   0.0    1.0  1  0000000147   
          0 1256.5   0.0          0 1256.2   0.0    1.0  1  0000000154   
          0 1256.2   0.0          0 1256.0   0.0    1.0  1  0000000150   
          0 1256.2   0.0          0 1256.0   0.0    1.0  1  PLCD1_HUMAN  
          0 1256.1   0.0          0 1255.8   0.0    1.0  1  0000000148   
          0 1255.8   0.0          0 1255.6   0.0    1.0  1  0000000146   
          0 1255.6   3.1          0 1255.3   3.1    1.0  1  0000000274   
          0 1253.9   0.0          0 1253.7   0.0    1.0  1  0000000142   
          0 1252.3   0.0          0 1252.0   0.0    1.0  1  0000000143   
          0 1252.3   0.0          0 1252.0   0.0    1.0  1  PLCD1_MOUSE  
          0 1252.2   0.0          0 1252.0   0.0    1.0  1  0000000165   
          0 1247.3   4.6          0 1247.1   4.6    1.0  1  0000000279   
          0 1246.2   0.0          0 1246.0   0.0    1.0  1  0000000141   
          0 1246.2   0.0          0 1246.0   0.0    1.0  1  PLCD1_RAT    
          0 1245.8   3.4          0 1245.6   3.4    1.0  1  0000000272   
          0 1245.4   0.4          0 1245.2   0.4    1.0  1  0000000264   
          0 1241.2   5.0          0 1240.9   5.0    1.0  1  0000000278   
          0 1240.4   3.6          0 1240.2   3.6    1.0  1  0000000168   
          0 1240.4   7.0          0 1240.2   7.0    1.0  1  0000000281   
          0 1238.9  11.7          0 1238.6  11.7    1.0  1  0000000170   
          0 1238.2   0.4          0 1237.9   0.4    1.0  1  0000000244   
          0 1238.2   0.4          0 1237.9   0.4    1.0  1  PLCD4_HUMAN  
          0 1237.9  12.7          0 1237.7  12.7    1.0  1  0000000169   
          0 1237.5   0.0          0 1237.2   0.0    1.0  1  0000000155   
          0 1237.1   0.0          0 1236.8   0.0    1.0  1  0000000156   
          0 1236.3   0.3          0 1236.1   0.3    1.0  1  0000000277   
          0 1234.9  12.3          0 1234.7  12.3    1.0  1  0000000172   
          0 1234.7   0.3          0 1234.4   0.3    1.0  1  0000000248   
          0 1233.5   0.0          0 1233.3   0.0    1.0  1  0000000282   
          0 1232.9   0.2          0 1232.6   0.2    1.0  1  0000000245   
          0 1232.4   0.3          0 1232.1   0.3    1.0  1  0000000246   
          0 1232.0   0.0          0 1231.7   0.0    1.0  1  0000000239   
          0 1232.0   0.0          0 1231.7   0.0    1.0  1  PLCD4_PIG    
          0 1230.3   0.2          0 1230.0   0.2    1.0  1  PLCD4_PONAB  
          0 1227.4   0.2          0 1227.1   0.2    1.0  1  0000000249   
          0 1226.7   0.1          0 1226.4   0.1    1.0  1  PLCD4_MACFA  
          0 1226.0  11.0          0 1225.8  11.0    1.0  1  0000000171   
          0 1222.4   0.0          0 1222.2   0.0    1.0  1  0000000252   
          0 1220.5   0.0          0 1220.3   0.0    1.0  1  0000000242   
          0 1217.7   3.6          0 1217.5   3.6    1.0  1  0000000176   
          0 1217.7   0.0          0 1217.4   0.0    1.0  1  0000000210   
          0 1217.5  14.7          0 1217.2  14.7    1.0  1  0000000188   
          0 1217.4   0.0          0 1217.1   0.0    1.0  1  0000000243   
          0 1217.0   0.0          0 1216.7   0.0    1.0  1  0000000240   
          0 1213.3   0.4          0 1213.0   0.4    1.0  1  0000000226   
          0 1213.3   0.0          0 1213.0   0.0    1.0  1  0000000205   
          0 1213.3   0.0          0 1213.0   0.0    1.0  1  PLCD3_HUMAN  
          0 1213.1   0.0          0 1212.8   0.0    1.0  1  PLCD4_BOVIN  
          0 1212.8  12.9          0 1212.6  12.9    1.0  1  0000000189   
          0 1212.7  13.3          0 1212.5  13.3    1.0  1  0000000190   
          0 1212.1   9.6          0 1212.0   9.6    1.0  1  0000000186   
          0 1210.6   8.6          0 1210.3   8.6    1.0  1  0000000187   
          0 1209.0   5.0          0 1208.8   5.0    1.0  1  0000000180   
          0 1208.7   0.0          0 1208.5   0.0    1.0  1  0000000164   
          0 1208.7   4.3          0 1208.4   4.3    1.0  1  0000000182   
          0 1207.0   0.0          0 1206.7   0.0    1.0  1  0000000255   
          0 1206.8   0.0          0 1206.6   0.0    1.0  1  0000000211   
          0 1206.4   0.0          0 1206.1   0.0    1.0  1  0000000260   
