# hmmsearch :: search profile(s) against a sequence database
# HMMER 3.1b2 (February 2015); http://hmmer.org/
# Copyright (C) 2015 Howard Hughes Medical Institute.
# Freely distributed under the GNU General Public License (GPLv3).
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query HMM file:                  /home/arjen/16/PLC/ScrutAtTrain/Application/Hmmr-Build/hmm_Group_9.txt
# target sequence database:        /home/arjen/16/PLC/ScrutAtTrain/ApSeqFile
# show alignments in output:       no
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       Mafft_Group_9  [M=985]
Scores for complete sequences (score includes all domains):
   --- full sequence ---   --- best 1 domain ---    -#dom-
    E-value  score  bias    E-value  score  bias    exp  N  Sequence    Description
    ------- ------ -----    ------- ------ -----   ---- --  --------    -----------
          0 1269.9   0.0          0 1269.6   0.0    1.0  1  0000000921   
          0 1253.3   0.0          0 1253.0   0.0    1.0  1  0000000922   
          0 1244.8   0.0          0 1244.5   0.0    1.1  1  0000000919   
          0 1233.2   0.0          0 1232.7   0.0    1.0  1  0000000928   
          0 1228.7   0.0          0 1228.0   0.0    1.2  1  0000000920   
          0 1214.0   0.2          0 1213.7   0.2    1.0  1  0000000915   
          0 1167.5   3.2          0 1167.1   3.2    1.0  1  0000000916   
          0 1159.3   8.0          0 1158.9   8.0    1.0  1  0000000917   
          0 1106.7  33.3          0 1106.4  33.3    1.0  1  0000000937   
          0 1105.9  33.4          0 1105.6  33.4    1.0  1  PLC1_CANAX   
          0 1070.3   0.1          0 1057.1   0.0    2.0  2  0000000925   
          0 1045.5   0.0   1.1e-179  595.9   0.0    2.0  2  0000000923   
   3.1e-304 1008.1   0.0   3.6e-304 1007.9   0.0    1.0  1  0000000927   
   2.6e-303 1005.0   0.0   3.2e-303 1004.8   0.0    1.0  1  0000000926   
   1.2e-300  996.3   0.0   2.4e-300  995.2   0.0    1.4  1  0000000924   
   4.6e-299  991.0   4.7   6.5e-299  990.5   4.7    1.2  1  0000000936   
   4.6e-299  991.0   4.7   6.5e-299  990.5   4.7    1.2  1  PLC1_SCHPO   
   4.6e-279  924.8  15.3   5.5e-279  924.5  15.3    1.1  1  0000000934   
   4.6e-279  924.8  15.3   5.5e-279  924.5  15.3    1.1  1  PLC1_YEAST   
     8e-276  914.1   2.9   4.2e-275  911.7   2.9    1.8  1  0000000935   
   3.1e-271  898.9   0.0   3.7e-271  898.6   0.0    1.0  1  0000000918   
   6.1e-188  623.2   4.8   1.6e-187  621.8   4.8    1.6  1  0000000176   
   8.1e-186  616.1   0.2   3.4e-185  614.1   0.2    1.7  1  0000000291   
   9.3e-186  615.9  13.5   1.8e-185  615.0  13.5    1.4  1  0000000171   
